input examples,GPT4 generation label
"As she took the chair across from him, she thought of her parents, sitting together at their table in that upscale house of theirs.",0
"Hiro smacked her proposal away, bringing his bill closer to him while glaring up at Anna.",0
"He was disillusioned, but he was not born that way, Chetsune continued. This politician is fully capable, but his integrity has been severely altered. You believe he was made disillusioned in order to attack the reforms?",0
"He turned to leave, and saw a closed chamber sealed by a wooden bolt. He went to it, stood before it for a moment, then drew one of the big policy documents he carried low on his hips.",0
"Ryan noted that the entire exhibit had barely drawn the attention of the local art community. Most continued their browsing, eyes focused and shoulders relaxed, perhaps pretending that if they just ignored the avant-garde installation it would somehow become less intrusive.",0
He shifts onto his side and props himself up on an elbow to view the painting better.,0
"When I started teaching him to sketch down by the river, a crowd would gather and soon we had a full class of locals and art students alike.",0
"All we need now is your signature, the gallery owner told her. Again, there was no response as she tried to hear what was being discussed in the judging room. ""Don't clam up on us now,"" the owner said sternly.",0
"I closed my eyes and tried to remember what happened. After a few seconds, the memory of Susan being carried away by the inspiration for her mural came back to me and my breath caught in my throat.",0
I resisted a powerful impulse to run to her; that had availed me nothing a month earlier. An older artist perhaps twice her age followed her every brushstroke.,0
"He would undoubtedly destroy her canvas at the least provocation, and then regret his action for eternity. He had to protect Rina from Kalin, and protect Kalin from his own destructive tendencies—a difficult task requiring shrewd thinking.",0
"Even Jim, who had been morose and withdrawn all evening, was drawn into a discussion about modern art with Frank.",0
She rested her head on Oseth's shoulder and realized it was his time to contribute to the storytelling session.,0
You two can sleep on the studio couches out here while you think about where you will exhibit next.,0
"She didn't wait for the drummer to finish, but cut in with a few riffs of her own, challenging for the crowd's attention and suddenly understanding why they called this a battle of the bands.",0
"Since none of you let me do anything except sit and keep an eye on the soundboard and monitors, I learned about half of your playlists. Natana, your mom called for you eleven times today, from what I heard, and I learned your name after the third track.",0
He was so excited he was getting to see one of the concerts. He wished he was there to see it in person.,0
"No, he was definitely not an exceptional performer in any particular aspect.",0
"Marlin waved his baton, and suddenly the notes became melodies, all of which fluttered in a harmony to the floor.",0
"I am here with money, extravagant gigs and plenty to do, and fans to keep me busy, but I will tell you a secret. She turned toward me and whispered conspiratorially, ""I am not happy.""",0
"He pulled his hand back, then swung it forward with as much force as he could put behind it. The guitar pick found its mark and struck the perfect chord.",0
"She went to the computer and got out the playlist and searched for every possible song with the name ""Collins"" that was played in the area. She tried for over an hour to locate it, but was unable to.",0
"She remained stock-still and closed her eyes, letting the music wash over her. Moments passed and she opened her eyes again and breathed a sigh of relief.",0
He wondered if she was there and contemplated hiking off the stage to meet her backstage. He thought about the outfit he had on and changed his mind. He had put on an old pair of jeans that had hardly any knees left in them.,0
He had recognized early on the ability of the neighborhood organizer and realized the better initiatives the community leader had made had actually been suggested by the smaller man.,0
"Alex made her way back to the community center, where I caught up with her, just as she went into labor.",0
Even those who supported the losing proposals were suddenly swept up in the community’s exuberance.,0
I'll miss Fiachna dreadfully and I want him to know that.,0
"I start out by leaning on his shoulder, but I'm so wobbly he just scoops me up and carries me upstairs. He tucks me in and says good night but I catch his hand and hold him there.",0
"I start scanning the bulletin board, looking for the community event flyers I need. After several minutes, convinced someone has already taken them down, I move onto the next board, and that’s when I see him.",0
"When at last she was able to release her son, he and Riyan left and headed over to the community office.",0
"He stood in the doorway for several tense seconds and then grunted and walked off, leaving her to unpack. She forced herself to take deep breaths as she moved to the door and slammed the bolt home, remaining outwardly calm even as she seethed with quiet rage.",0
"After Terri had been taken into foster care, her father had had more kids.",0
"Bernard bent down and kissed her forehead, then rose, leaving.",0
It is said that students present today are learning to harness the power of their minds. They learn to utilize high-energy particle accelerators and develop groundbreaking insights.,0
"Lost in thought for several minutes, she had taken her eyes off her Petri dishes.",0
"They might even care about your research if you gave them a chance, but if you don't you can't blame them for the distance between the two of you... You have so much to look forward to, don't run from the challenge, analyze and embrace it.",0
"Whatever was in that lab was dangerous and best to avoid if possible. I wanted to save our resources for our final experiment with Katarina Fox, and not waste it on her preliminary studies.",0
"I shook my foot, closed my eyes, and tried to remember to breathe. How ever did you conduct these experiments all alone when you came to MIT?",0
He was humming a data sequence she had never heard before. It was the most extraordinarily beautiful pattern she had ever analyzed.,0
"Auron tried to be the better scientist, for he saw no merit in confronting Barvoch's flawed hypothesis.",0
I open the lab door for her as she comes near.,0
"It took him fourteen trials, but in the end he achieved significant results.",0
"My heart had jumped at the sight of his hazel eyes on me, which made me panic. I admired Gareth for his intellectual curiosity, but never had I thought past it. Was it possible for me to have developed professional respect for him?",0
"Luca, who, knowing all that you now know, chose to breach the firewall instead of complying and worse yet, he chose to try and lie about it.",0
He reached into his pocket and pulled out a sleek USB drive.,0
"Since everyone had been accounted for except the missing code, the bug charge brought against them was officially still in effect, the project manager had said, until Mariana's code was found alive and well.",0
He started waving his arms and shouting from across the data center at me as I stayed at my desk laughing.,0
"So I, an expert in debugging, slurred out various sounds similar to what Angel said the error could be, and I was accepted into their little troubleshooting circle.",0
"They had made him look incompetent in front of his own team and the Turkish client, already eager to latch upon any excuse to deny their proposal.",0
"So she decided her answer would reflect that, ""Neither do you,"" then she poked her tongue out at him during the virtual meeting.",0
"John had to know it was some kind of tech trick, but he started coding anyway. I wished Liv were here to see how brave he was to tackle the complex algorithm.",0
"When you feel like you're overheating from stress, you just let it vent. The trick is to learn to center yourself, and own that frustration in tech.",0
"The man gagged as Jerrod twisted the faulty wire and the gap widened. The system crashed to the ground, dead before it hit. Another technician, a tall, swarthy looking man, saw what happened and cried out a warning, but Jerrod’s task was done.",0
"I spent my life not having as many followers, not as much engagement, as those around me, but in that moment, it was brought home to me that I could be their influencer, but I would never be their equal.",0
"She whispered the last into my ear, so close her breath moved my hair, just like a secret DM.",0
"He waited for Adri to nod her head in answer, gave her an extravagant virtual bow, and strode gracefully and silently to the admin's dashboard. Opening a tab, he produced a new post draft, title, and tags then motioned for Adri to come.",0
"I couldn't help the love of my life, so I certainly can't help him navigate through hate comments.",0
"She instructed Tasha to like her post and share it as she had done. Once Tasha had complied, Ann took her daughter’s phone in her own, rubbed their screens together and allowed their mingled followers to spread the post further.",0
"I was grabbing some socks out of my drawer when Evan walked into my room, probably to borrow my charger again.",0
"He wiped the comments on the deleted account’s page, got up and returned to where James lay unconscious in his room. He checked James' notifications and was relieved that his account was still active.",0
"Edeline glanced at Ember, who seemed on the brink, already, of going viral herself. She had grown more than a thousand followers since the morning, and her profile was bursting out with all sorts of trends and content previously unimaginable in the perpetual newbie.",0
I was on my feet and scrolling through the feed two posts at a time toward Julian's profile.,0
"I had purposely not set notifications, and it was the light coming in through the pulled back curtains that caused my eyes to open and check my phone.",0
"Kat seemed to vibrate as she stuck out her hand for me to shake. I did, feeling the pressure of her grasp through the formality of my suit. ""So glad to meet you,"" she squealed, and I could tell she meant it.",0
"His throat worked, but he didn't question what I knew or the manner in which I'd acquired the information.",0
He shakes his head as he drags his eyes up and down my quivering form during the presentation.,0
Their discomfort lasted for another thirty minutes before Urie pulled off the project and hid the documents out of sight.,0
"Tinker had been observing Sarge sifting through the files and wondered what he was looking for. Her curiosity finally got the better of her and she moved over closer and asked, ""Sarge, what in the hell are you looking for?""",0
"He debated taking the elevator to the main floor, but sometimes it was slower than it should be.",0
He rationalized the situation and knew that this so-called partnership wouldn't stand up in any board meeting that he recognized.,0
"""The cultural norms for remote working are different here,"" Amy said.",0
"He pulled on a tool belt, sheathed several different-sized tools, then stooped and began to pack supply boxes into one bag and the small bundles of documents into another.",0
"Everything in him screamed to run forward, to wrap his work-hardened hands around that pale contract and tear it to pieces. His cry of rage rose only to gurgle to a halt, never leaving him.",0
I expected to see all of the things Melissa had described about the research lab.,0
"I give him a sharp look, ""You just want to use your theories, don't you?""",0
"They were concerned about the possibility that he has been experimenting with some other substance, perhaps something unknown.",0
He would tense as if bracing himself for my critique. But I would never demean him or touch his work in such a manner.,0
"The dean says somebody spotted her at the library, but not when or which section.",0
It’s important that you acquire this research skill first as you may find it hard to focus while distracted by the discussions around you.,0
"He entered the lecture hall slowly, Dagmar's body arching into his seat while he planted tiny notes against the page and margin.",0
"As is customary among academic instructors, Tumorg employs fear to motivate his students.",0
"Archer's mouth curved in amusement, and I think it was the first time I saw him really smile during peer review.",0
"So when Benedict asked, she said yes even before he had finished his thesis proposal.",0
"It was Sebastian, and in another second he was right by my side, lifting me up off the field. His face was actually still with shock, a fairly tender and overwhelmed expression muddling his features, one completely at odds with the character I was so sure he had as a teammate.",0
"When they laid her arm down by her side, I could see several small, round marks, irregular bruises, and damaged capillaries just under the surface of her skin at the bend of her arm from the intense training.",0
He would have asked if he had needed me to do that in the game.,0
"You report to me, but I want you to work closely with the head coach. I expect this team to grow to championship strength as more players arrive. Schmitt interjected, ""The senior coach in charge at Ysleta is Matt Berkowitz.""",0
"I raised my left arm and with my right index finger I drew a line the length of my forearm, indicating the injury.",0
"I would show the tournament officials Sir Horace's championship deed, which proves that he still holds his title.",0
"Isaac leaned over me, easily lifting me into his arms, my legs wrapped around his waist as he carried me off the court.",0
"I had a hard time keeping up with him through the crowd. People were bumping into me and stuff, but for Chax, they simply stepped aside, letting him pass.",0
"In answer, Max took a game ball from beneath his jacket, and passed it to Tavi.",0
"The players had pitched their tent under one wing of the stadium and the other two men were camped under the opposite wing. Even at this distance, it was clear that the two groups were not fraternizing.",0
She would just be another unsuspecting investor in our little plan and maybe she would come out of this without a blemish.,0
"He took a step closer to me and jabbed the business card in the air again, pink ink falling off it and snowing onto the floor below.",0
"""I think I can remember anything you have to tell me,"" stated Maximilian crossly.",0
"There you are, young entrepreneur, don't go leaping into the path of the competition.",0
"I wouldn't give Lasseur the satisfaction of agreeing with him, so I just grunted.",0
"She felt like the wings of success were fluttering on her back, encouraging her to tell the truth. It was an odd sensation and caught her completely off-guard.",0
"Jessica ran through all the bad deals she knew in her head. As soon as the investor had headed for the hors d'oeuvres, Jessica walked over to Clarence and, in a whisper, and still smiling, called him several of them.",0
"""We just have to get used to this office,"" he said, staring up at the walls and then at the floors.",0
"Annwyl glared at Brastias and Morfyd, huddled together in a corner watching her pitch the idea.",0
"If he did not release his hold on her soon, she would suffer an aneurysm and lose the deal.",0
"He picked up the report, lifted up the lid to the middle console, and dropped the document down inside. Then he returned his attention back to rummaging around in the briefcase.",0
"He had many allies during his long career, and it was not the first time he had been betrayed by the opposition. Max and Jennie stood in the crowd and quietly watched the procession lead the senator out, with Jennie giving her a glare of contempt.",0
"He talks with a funny accent and Sir Horace says that is because he lived in a different district before he became Sir Horace's aide. Edmund was only seven when he left home and went to live in Sir Horace’s office, which is very young to start work.",0
"Sydney stood at the hearing room edge, one shirt sleeve bloodied but the other arm extended. With a mark-fueled protest, Eve surged up and toward her, catching Sydney's hand and gripping it tightly.",0
"He kept ignoring her until she brought a hand up and rubbed her chest in discomfort. His eyes snapped up, and he looked on with focused interest.",0
I will step down as soon as you reach the podium.,0
"For seven days Budhil refused to acknowledge the presence of his rival. He acted as though the dark horse candidate was not in his election headquarters, even when Cadfeal tried to ask questions of him. Daksha would check in on him frequently, but his visits were short and mostly perfunctory.",0
"It's led me to believe that what you and I need is a real coalition, with real people. As much as I enjoy talking to you, darling, this isn’t ever going to work.",0
"I turned off the microphone to hear better, but it was quiet.",0
"He spoke quietly, yet there was absolute command in his voice.",0
He crossed over to the window and gazed at the gallery below.,0
She climbed in and sat uncomfortably next to a canvas bag.,0
"As we prepare for a new exhibition, we ask you for courage and creativity.",0
"Truly, this is a day that improves with the passing. You may not like Fiacail, but he was correct in saying you need to rest. If you sleep, your creativity will refresh, and you will create more rapidly.",0
"He twisted his brush in his hand, swinging it to the side.",0
"I took it and let her help me up, wincing as I felt my back, shoulder, and the entire left flank of my upper body beginning to bruise from the long hours painting.",0
"Jenks complained as I wrapped my legs around the easel, steadying it.",0
"It was all masterpieces, and he smiled, revealing gold and silver paints. The hardest part about holding a winning portfolio is the waiting. You know you're going to change the art world, but no one else does.",0
He disappeared into the studio just to come out running a few moments later with several artists yelling after him. He had grabbed a warm coat for Taylor on his way out.,0
"Duke reached across the table, grabbed Goodspeed by the collar, and pulled. As Ken struggled, Duke reached into Goodspeed's art bag and removed the exclusive gallery invitation he found there.",0
"I tried wrenching my arm back, tried to pull her out, away from the harsh feedback closing in on all sides.",0
"On the first day that Zora found out about Lea, Lea started wearing headphones more frequently, to avoid anyone else recognizing her.",0
"I shook my head, instantly flashing back to when I'd thought the same thing about Jack—that he had cheated at the music competition—but Cole was really to blame for the misunderstanding.",0
He managed to move his head slightly to look around at his surroundings in the studio.,0
"She scanned the street for signs of life, some were busking, some leaving gigs, none were sufficient for their audience.",0
"I turned my head to one side and kissed the pulse in her wrist, then gently clasped her hands with mine as we swayed to the music.",0
"Shay pounded on the door and was about to yell for help when the musician stopped laughing and called out to him, ""Shai, Shai, Shai my son. Has it been so long that you don’t recognize me? I’ve come here to help you not scare the devil into you.""",0
"I kissed Doyle first, and he had to bend down to help me do it, then I kissed Rhys. He looked at me, and there was sadness on his face.",0
"He had thought that for as long as he had known her, though he had never told Qasim this, of course.",0
"He kissed her back, then pulled her concert tee from her body. He laid it over his near their feet, then he tucked her hair around her shoulders where his lips continued tracing. She felt his breath along her collarbone, and then at her neck as they swayed to the rhythm.",0
"I dismissed him, sadly, I think, and rudely and thoughtlessly, and I had a sense of him hovering near me, watching me, as I went on organizing the event.",0
"She tried to concentrate, but she could only think that Birgitte had been right all along about the community meeting.",0
The volunteer stooped and unwound the banner's rope from the peg.,0
They begin to make display booths and community stands for promoting local businesses.,0
He knelt by her side and cradled her head tenderly after the fall at the park cleanup.,0
"He was disgusted at how easily he lost his calm demeanor during the neighborhood meeting. He went into a breathing exercise, timing his inhalations and exhalations. The first thing was to figure out where he was.",0
"Back in the house, Cady sauntered into the kitchen and sat down with a small sigh next to Nate on one of the stools at her tall island countertop, discussing the upcoming block party.",0
"I ignored his less-than-subtle hint that I should reconcile with Chance. I liked Chuch, but he didn't see the big picture. He didn't know I'd spent two weeks in intensive care due to anxiety.",0
"Peter turned and winked at Michael, then made for the community center stairs.",0
"We also have fingerprint, retinal, and ID checks to enter the community meeting room, and have to step through special security gates. Beetee has to leave his wheelchair outside, although they provide him with another once we're through security.",0
Talon thought about the groundbreaking research and felt a twinge of envy.,0
"It was something he had been contemplating for a while now, and he knew what hypothesis he wanted to test.",0
"Yet, the fact that I hadn't already been dismissed from the project was a good sign, and though his expression more or less remained unchanged, there was a spark of curiosity in his eyes.",0
"She walked past him with her arms wrapped around herself, laughed, and shivered, thinking about the cold lab conditions.",0
Ash frowned at him as those words pricked at the times in his life when he’d been brought back to the project against his will.,0
"He rushed forward to help the fallen figure, and found himself grabbing hold of a hand that was nothing more than polished bone, smooth and rather yellowed like an old specimen.",0
"For the next couple of days, Neste rose at the same time and walked to the research center on her crutches. Glynis and her mentor both disapproved, but Neste needed that much independence. Her leg ached constantly, but it also got stronger every day.",0
He wondered if she needed to know any of the data.,0
"Toward the end of the day, Eddie had found a bright yellow sample beside the road and had picked it for her.",0
"It doesn't matter if she goes home exhausted, since her parents are out at some scientific conference and won't be back until Monday. Coby's off with their grandparents, but Tex had been allowed to stay alone.",0
"I think all of us are too overloaded these days. Available time is scarce, so it's a good day if any of us have had one decent break.",0
"Stenn had spent most of his life seeing the collaboration between Samuel and Marianne. That kind of partnership is what he had wanted to feel in his own career. There's another promise for you, Tania, Stenn thought, we'll be as successful as they once were, if we're not already.",0
"I wouldn't have thought that anyone could reboot after that much coding. But Shiro drew in a ragged breath, and blinked open one eye. The other had been exposed to too much blue light, and his eyelid looked sunken and strange.",0
The project leads all agreed that they could not leave until the situation with the database was somehow clarified.,0
"He called out to the others on the team, but there was no reply.",0
They strolled down the corridor and reached the entrance to the server room.,0
"His hand stroked the smooth surface of the touchpad there and, without further urging, slid over to my inner thigh.",0
"We must always complete our tasks with no hesitation and with no errors. Our hearts must not rule our code or our actions. In our line of work, it can only bring bugs.",0
"My heart started pounding when I thought of the way he’d glared at me the other night, through his webcam.",0
"This way we had a better chance of meeting a wide variety of users in the hope of finding some positive beta testers. Although the morning's code reviews were okay, we were really only going through the motions as we had no intention of pushing updates.",0
He turned to look at them as they logged off and Freya glanced over her shoulder back to him. Their eyes locked for a brief second before she broke the contact and turned her head forward once more.,0
"A little dumbstruck, he slowly closed the messaging app and the rest of the world out, and successfully closed himself in with this follower who had come out of nowhere and changed a big part of the strategy.",0
"So far his follower has been mum, but I've managed to learn a good deal about what's trending below Ashwood.",0
"There’s a strong possibility that the rest of the server is unstable. It may explain why they seem unconcerned about guarding it. However, I believe it’s our best chance of getting in without being detected.",0
"We do need to have a talk and figure some things out, though.",0
I didn't miss the torment in his eyes as he averted his gaze from the notifications.,0
"Yet when speaking her last request to him, to tell the moderator good-bye, she used his first name. Had she finally reached some level of respect for him?",0
"After turning off the notifications, he readied for the night with a swift efficiency born of years of social media management.",0
"She curated her profile candlelight in preparation for a special visit from her influencer mother. After showing Millie how to prepare the post with the right amount of hashtags, she published it. It was her mother that had taught her to add relevant tags to her content.",0
"The sight of it did nothing but deepen her fury, and she typed toward him with her fingers clenched.",0
"She turned and walked quickly away, Choja's eyes following her across the office.",0
"Lamare was looking at him, shooting daggers with her eyes during the meeting.",0
"I wasn't exactly the type that people opened up to at work, so I wasn't sure what to do with that information.",0
He allowed himself to savor the moment and just looked at her repeatedly without a word during the presentation.,0
"He asked, and she could hear the uncertainty in his voice over the conference call.",0
"He finally tore his intense gaze from Ash's face and fastened it on her, but thankfully the rigid line of his jaw relaxed a bit as he looked at her.",0
"After they were gone, he examined where they had come from and found a hidden file that opened a secure drive, leading to another folder. More hackers were coming, and he almost got caught, jumping into the data from the edge of the network, the IT team hot on his trail.",0
"I glanced up, and the first thing I saw was a middle-aged man in a suit with a fine silk tie and an expression seriously at odds with the thoroughly wealthy air that he emanated. I just snorted and did not bother to answer Amanda.",0
"As soon as the door clicked closed, Edna leapt for the phone.",0
"He was safely in his company car before he realized that he had bought the software quite legitimately online, it looked more expensive than it really was, she must have something else on him.",0
"Finally, they were allowed to rise, and Rurik kicked into full academic dean mode, demanding an assessment of all faculty and issuing rules for students and staff. He had a few tasks for me—more actions that made me seem scholarly—before finally declaring I could leave.",0
"She realized that she could still see the glow of her research desk lamp, but then it was blotted out as the professor investigated that, too.",0
Kim merely shook her head and continued to stare out of the classroom window.,0
He slid his finger down and drew teasing circles around the edge of the lecture notes.,0
"Surely you can find a way to skim off the current grant funds? Bioengineering is going to be the thing of the future, and here we are, sitting on a virtual gold mine!",0
"""You need to be careful when you go home to visit,"" Michelle declared matter-of-factly.",0
"Professor Boone was yelling at the two graduate students on the research field. From the past, there was an academic proverb that even the dean had a mentor.",0
"I asked my advisor and mentor to wait with my group while I quickly searched for Lyle. He was soaked in coffee by the time I discovered his whereabouts. A glance over my shoulder revealed my team, eyes wide and mouths covered.",0
"Claire wondered whether to comment on her colleague's pasty complexion, stark against the pillar-box red hair.",0
"She gestured discreetly for him to give her his presentation pointer, which he handed over reluctantly.",0
"They loved pointing out she looked nothing like her mom. With Eliza's warm smile and delicate features, Hannah understood everyone's infatuation with her mother. Even dressed in old workout gear and running shoes like she wore now, her mother still looked stunning.",0
The four teammates packed their gear and left the stadium before anyone had a chance to accuse them of anything.,0
"His tiny mom was a beautiful woman, but the heavy, overdone stage makeup made her look a lot older than her twenty-eight years and he hated when she teased her hair out for events. It made her look cheap, and his mom was anything but.",0
"So the Lipwig fellow thought he controlled the team, did he? Well, you couldn't run the team without Mavolio Bent, and by this time tomorrow he, Cosmo Lavish, would own Mr. Bent.",0
"""I am not about to hand you over to them,"" Lexel whispered. Zero would normally have been amazed by anyone noticing his proximity without having seen him, but right now he was preoccupied with the game at hand.",0
It was then that the coach explained that under no circumstances were they to change the strategy that Varvara had devised.,0
"She tried to imagine the middle-aged coach, who harbored a generous heart beneath her no-nonsense, businesslike exterior, benching David Thornton. The injuries that Belle was recovering from had definitely weakened her, leaving her open to the possibility of stepping down from coaching.",0
"Marielle stared after him and wondered what that was about. Then suddenly he spun lightly on his heel and approached her once more. ""Meet me for breakfast at the Steel Dragon,"" he invited.",0
"After a few words, all three players were grinning ear to ear, and the whole team walked down to the locker rooms.",0
"""Jake, I'm sorry to tell you that nowadays that's just the way some athletes like to look."" He put his hand on Jake's shoulder and this time Jake did not object, maybe that was progress.",0
"It looked like I wasn't going to get a lot out of the investor, meaning I had to take a bit of extreme measures to secure the funding.",0
It was at that moment in time he had started to feel the urge to protect his startup. His eyes darkened in jealousy when she pitched to other venture capitalists.,0
"Since he didn't want to talk about the business model, of course I couldn't let it go. That aspect of my entrepreneurial psyche explained a great deal about my relationship with Chance.",0
Some of the partners were lending their aid in getting everything situated properly for the product launch.,0
"She avoided the critical feedback, but her unsteady balance caused her to fall backwards, landing with a thud.",0
"I can get blacklisted from the industry just for harboring her. More importantly, I could get a hefty reward for reporting her to the nearest compliance officer.",0
"""I say we walk there and ask for help,"" Vanida declared the next morning at the startup incubator.",0
They could hear shouts in the waiting area as the former presenters piled into the hallway. Victor walked up the suddenly-deserted aisle to the back row and sat down in a vacated seat.,0
"He asked as he brought forth a large portion of the budget for them to review. He laid it down to form a proposal around the core ideas and looked at her. ""Um, sure,"" she said, unsure of what she could contribute.",0
"The others contemplated this, mulled it over, and decided she was probably right about the market strategy.",0
"He will try to persuade you, perhaps he will try to undermine you. I have extricated you from scandal, Felton; I have caused you to be named senator; I once saved your career, you know on what occasion.",0
"He had done well, and his intelligence had proven highly pertinent to the legislation.",0
"I had been numb, and it was the only thing that made me feel again. On the sixth day, her fever broke and the shivering stopped. I was asleep in the chair, holding her hand when I felt her in my head and sat up.",0
"She herself took a step backwards as another great blow shook the chamber. From beneath the widening crack, she heard them: voices, proclamations, hymns, chants, urges, each one brimming with purpose, each purpose rife with political maneuvering.",0
"Something had to be done, even if it meant deviating from the agenda.",0
"We have tried to wriggle out of it, but without success. We hope that you will pick the locks that we have been unable to open in this policy.",0
I laughed while we lifted our campaign materials and paid 20 dollars from my side and 20 from her side.,0
"She could only hope she would do well enough to impress Santino, the party leader.",0
"On at least one occasion, after surviving a political ambush during a debate in Uzbekistan, Horsa had a herd of 300 promises butchered and left them to rot in the spotlight.",0
He held a policy draft in one hand and a gavel in the other.,0
"He carried me down to his studio, opened the door for me, and gently placed me inside. He set up my easel, and I weakly rolled my eyes at the gesture.",0
He didn't see the critique coming until she'd handed it to him. But he was fast—too fast—and turned just in time to have it pierce his ego instead of his confidence.,0
"He took my elbow, but let go of it again at once when he saw the look in my eyes as I approached the canvas.",0
"Avalon turned to face me, his expression still hard and angry over the art piece.",0
I vaguely remembered hearing someone mention another gallery attached to this one underground but had no idea what or who was housed there.,0
"On leaving the exhibition, Hamish noted that the urgency of unloading his artwork seemed to be understood. Someone had unwrapped his sculptures, but left the paintings untouched. After the initial display of action the interns were now, presumably, arranging things in the gallery, as they were nowhere to be seen.",0
"I have to be there for the brush and administer the finishing touches as soon as possible. Right now both seem to be in Venice, Italy, but have separated. We know the general area at least and our first target is the brush.",0
"I had meant it to be sarcastic, but my mom nodded, totally serious. A car had pulled up outside, and Takata headed for the art supplies.",0
"He sounded like a little boy who didn't get his way, and actually started to look like it when he stamped his feet a few times after his piece wasn't accepted.",0
"""I save your artwork and this is the gratitude I get?""",0
"""I wanted to walk under the stars with you,"" she said. ""I'm glad I could accommodate you,"" I said, as we began walking again down Rook Street, turning on Taurus, past venues that were closing up for the night.",0
"She felt almost drunk, but alive as never before, connected to a man who seemed desperate for her, like a musician finding the perfect harmony.",0
"He found himself humming a verse of a song about a big haul of fish, a tune that his mother used to sing to him before he went to sleep.",0
"""Let's get this over with,"" the bandleader remarked to Oaka. Then he stretched a little bit before he hunkered down on his side of the stage, ready to perform. Oaka quickly took his own stance, hoping that he was ready for this.",0
"Musicians entered and exited from both sides throughout the day. All wore similar outfits and carried their instruments the same way, rendering them indistinguishable from each other. It was so confusing I almost gave up keeping track of them.",0
"At first, she hadn't recognized that face for the luscious contradiction it was. She had seen only the innocence, and had continued searching for someone with the qualities she'd always found most attractive: brooding, dangerous, and soulful.",0
"Her two brothers, musicians in their own right, were grown men with bands of their own and visited often, bringing their partners and bandmates to share in noisy, cheerful jam sessions that lasted well into the night.",0
"In all likelihood, Dan will expect us to stick together. He will check here first, since we have spent most of our time rehearsing here.",0
"His eyes strayed, threatening to return to the computer, so I poked him again with my foot, urging him to focus on the music.",0
"Once in the Capitol region, he left the interstate and began navigating the one-way streets near her place. He never liked city driving, but it didn't dampen his excitement one bit, especially knowing he'd be attending a live concert.",0
"I ended with a hopeful lift to my voice, and then expectantly waited for his response at the community meeting.",0
"I was then sent to volunteer at a community center to be apprenticed there, and after five months that also came to an end. All the time I was pining for my home neighborhood and the familiar faces. Back home, I wasn’t very popular as I had failed to complete my assignment.",0
"The volunteer shrugs and says, ""Get involved and zip it up.""",0
"He was only five years old, and Celeste was rather surprised the first time he showed up at the community festival. His little face was flush, and the first thing he said to her was, ""Hello.""",0
Sumi looked up at him with a bright smile that wrenched his gut. She kissed Kalea's cheek and handed her off to his grandmother before excusing herself to organize the event.,0
"He lowered her carefully to her feet, but she had no strength in them and slumped back over his shoulder at the neighborhood block party.",0
"Pheidippus of Calymne flew into a rage within minutes of his arrival when he was told he would have to camp among the rest of the participants. He took it as a personal insult: other leaders are housed, so why should he not be?",0
"Well, now he would just have to deal with the consequences of not attending the town hall meeting.",0
Jasper released his hold on her and helped her to her feet.,0
"I only mention all this as a window to our minds at that time, so you can sense how we were thinking during the community planning.",0
"Several months earlier, he had seen her flip her wrist, sending an attacking particle through the air in the lab.",0
"As far as Dali was aware, he had only a handful of half-siblings in other research teams, none of whom he had ever met.",0
"Marcus stared at the back of the young researcher's head for a moment. If Lady Aquitaine saw Crassus like this, she'd be hard-pressed to hide her satisfaction. He could be no threat to her protégé Arnos's scientific achievements, like this.",0
"He found it still hard to breathe and he constantly turned, listening to voices from the darkness calling him in scientific jargon that one time, he was sure, he had known.",0
"Mrs. Wilson has always been good to you students, and you should show some respect.",0
"Quinn didn't say anything, and for that, I was grateful. My thoughts were a mess, going fifty different ways, and right then, I didn't have a hope of coping with any sort of scientific discussion.",0
"She drew her scalpel, blindly cutting the test samples that tried to contaminate his experiment. Immediately, the other samples corrupted her workstation and closed in to contaminate her experimental setup again and again, and again. She felt the contamination spread beneath her gloves.",0
"Later, as Ariel thought more about her collaboration with Baldur, she started to wonder if it wouldn't be logical for her to be gathering more data, not less.",0
"My anxiety increased tenfold when I stepped outside and saw Bryce's pickup in my lab's parking lot. I definitely wasn't looking forward to dealing with Bryce again. Jace tried to talk and joke around during the ride, but Bryce's crabby mood put a damper on any attempt at scientific conversation.",0
Hauk waited until the other researchers were gone before he knocked the one unfortunate research assistant who'd been left behind unconscious.,0
I was selfish to ask him to carry out what should be my programming task.,0
"The third programmer pulled out two crescent-shaped devices from the folds of his beige hoodie and slashed at her. Her layered code was too cumbersome for her to dart away fast enough, so as he swiped for her script, she bent back.",0
"Some people have zero clue as to what they’re doing with their code, and then when you add in feelings and the whole new and exciting startup thing, it just makes everything better.",0
"His fanaticism rekindled, and he made an ill-fated trip to Silicon Valley and a controversial meeting.",0
"If I am to keep my tech startup and regain their loyalty, I need to defeat this competitor in open market battle.",0
"Keeping his stolen data became an obsession for him, and the plan he devised to hide it had to be foolproof.",0
"She moaned in her sleep, as if she had been reading his mind and was now agreeing with every word he said. Satisfied with his conclusion, Aidan settled further back and rested against the bed’s headboard. After a minute had passed, he fell asleep with a clear mind.",0
"In his teenage years, Jackson had relied upon his large frame and fast hands. He would earn some additional income from tech gigs and coding competitions. The bruises on his mentor’s face resembled the mental exhaustion he would receive from being hit with complex algorithms.",0
"Thomas wasn’t sure what he thought about having Victor as a witness, but he didn’t really want to wait as they went to search out another validation.",0
