NNP,NNP,",",CD,NNS,JJ,",",MD,VB,DT,NN,IN,DT,JJ,NN,NNP,CD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBZ,NN,IN,NNP,NNP,",",DT,NNP,VBG,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,IN,NNP,VBD,IN,$,CD,CD,-NONE-,",",DT,JJ,CD,NN,NN,IN,DT,NN,JJR,",",IN,NNS,VBD,RB,TO,$,CD,CD,-NONE-,",",RB,CD,NN,IN,JJ,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,POS,JJ,NN,",",WDT,-NONE-,VBD,IN,CD,",",VBD,DT,NN,IN,IN,VBN,NN,NNS,",",NN,NNS,CC,JJ,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,VBD,-NONE-,NNS,IN,DT,NN,IN,DT,NN,MD,VB,IN,DT,NN,NN,IN,$,CD,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,JJ,NN,",",NNP,NNP,VBZ,VBN,DT,NN,NN,IN,$,CD,CD,-NONE-,IN,IN,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,NNP,TO,NNP,",",DT,NN,POS,VBN,NNS,VBD,CD,NN,IN,DT,JJ,NN,JJ,NN,TO,$,CD,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBD,IN,$,CD,CD,-NONE-,",",RB,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,",",-NONE-,VBG,-NONE-,TO,VB,NN,IN,JJ,NNP,NN,",",VBD,JJ,NN,NNS,IN,CD,CC,VBD,-NONE-,PRP,MD,VB,DT,JJ,NN,NN,IN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,NN,IN,NNP,",",DT,NN,IN,DT,NNP,NNP,NNP,",",VBZ,DT,JJ,NN,NN,-NONE-,DT,NN,VBZ,VBN,NNS,-NONE-,IN,CD,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,WDT,-NONE-,VBP,NNS,NNS,IN,-NONE-,VBG,CC,VBG,NN,NN,VBP,VBN,JJ,NNS,IN,DT,NN,NNS,CC,VBP,DT,JJ,NN,IN,NNP,",",NNP,NNP,NNP,POS,NNP,NN,",",CC,NNP,NNP,NNP,POS,NNP,NNP,CC,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,",",RB,VBN,-NONE-,NNP,NN,",",VBD,-NONE-,NNP,POS,NN,NNS,MD,VB,CD,NN,IN,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,",",JJ,NN,IN,NNP,MD,VB,$,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,NNP,",",NNP,NN,VBD,PRP$,VBN,NN,NN,NN,IN,CD,IN,-NONE-,RB,VBG,NN,NN,NNS,:,IN,DT,JJR,NN,NN,",",NNP,POS,NN,NN,-NONE-,MD,VB,RB,CD,NN,JJR,IN,NN,:,DT,JJ,NN,IN,NNP,VBZ,IN,$,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBZ,RB,-NONE-,TO,VB,PRP$,CD,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBD,-NONE-,PRP,MD,VB,DT,NNP,NNP,NNP,",",WDT,-NONE-,VBZ,NN,NNS,-NONE-,TO,NNS,IN,``,NN,NN,.,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,IN,``,NN,NNS,'',NNS,WP,IN,CD,-NONE-,VBP,CC,VBP,PRP$,CD,NN,",",RB,RB,IN,PRP,VBD,$,CD,-NONE-,IN,CD,CC,$,CD,-NONE-,IN,CD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBD,-NONE-,DT,NN,VBZ,RB,DT,NN,-NONE-,TO,VB,RP,DT,NN,IN,NN,NNS,IN,DT,JJ,CD,NNS,IN,CD,:,NNP,POS,NN,NNS,VBD,CD,",",DT,NN,IN,CD,NN,IN,JJ,NN,",",VBG,TO,NNP,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
``,WP,-NONE-,VBZ,VBZ,WP,NNS,VBP,VBG,-NONE-,IN,NN,",",CC,IN,DT,NN,PRP,VBP,VBG,RB,DT,NN,",",'',VBD,-NONE-,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNP,CC,NNP,NNP,VBP,VBN,VBG,NN,IN,JJ,NNS,IN,JJ,NN,IN,JJ,NNS,TO,NNS,",",JJ,IN,NNS,CC,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,",",NN,IN,DT,JJ,CD,NNS,VBD,NN,NNS,RB,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBG,TO,NNP,NNP,IN,NNP,",",NNP,",",DT,JJS,RB,",",VBD,JJ,NN,IN,CD,",",DT,NN,IN,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,POS,NN,IN,DT,JJ,CD,NNS,IN,CD,VBD,CD,",",-NONE-,JJ,IN,DT,JJ,NN,JJ,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,POS,NN,IN,DT,JJ,NN,VBD,CD,",",RB,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,NNP,NNP,VBD,IN,IN,DT,NN,IN,NNP,NNP,NNP,IN,NNP,NNP,",",-NONE-,VBG,IN,DT,NNS,VBD,RB,JJ,-NONE-,CC,DT,JJ,NN,RB,RB,IN,DT,NN,-NONE-,-NONE-,TO,VB,DT,JJR,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NNP,NNP,NNP,CC,NNP,NNP,IN,DT,VBG,JJ,NNS,IN,NNP,IN,NNP,NNP,",",WDT,-NONE-,RB,VBZ,VBN,DT,JJ,NN,NN,IN,NN,CD,NN,NNS,IN,WDT,PRP,MD,VB,DT,JJ,NN,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,NNP,",",VBN,-NONE-,IN,NNP,",",NNP,",",VBD,VBN,$,CD,CD,-NONE-,-NONE-,-NONE-,TO,VB,NNP,IN,NNP,NNP,",",RB,IN,DT,$,CD,CD,-NONE-,NN,-NONE-,NNP,NNP,NNS,-NONE-,IN,PRP$,NN,CC,DT,$,CD,CD,-NONE-,-NONE-,NNP,VBZ,-NONE-,PRP$,NN,VBZ,IN,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBZ,VBN,-NONE-,IN,NNP,NNP,",",NNP,",",CC,NNP,VBZ,VBN,-NONE-,IN,NNP,",",NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,IN,NNP,NNP,",",NNP,",",NNP,",",VBZ,PRP$,JJ,NN,NN,IN,IN,$,CD,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,",",NN,-NONE-,CC,JJ,JJ,NN,-NONE-,IN,NNP,NNP,NNP,",",VBD,-NONE-,DT,NN,POS,NN,IN,NN,MD,VB,IN,PRP,VBD,DT,JJR,NN,CC,PRP$,NNS,VBN,-NONE-,TO,NNP,IN,NNP,NNP,:,JJ,IN,NN,IN,NN,NN,CC,VBN,NN,NNS,:,VBD,RB,VB,JJ,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
``,WRB,PRP,VBD,-NONE-,VBG,PRP$,NN,-NONE-,",",DT,NNS,VBD,JJ,CC,JJ,IN,DT,JJ,CD,NNS,",",CC,DT,NNS,VBD,DT,JJ,NN,IN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDT,VBD,RB,-NONE-,-NONE-,TO,VB,-NONE-,",",'',PRP,VBD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,RB,VBD,IN,JJ,NNS,RB,VBN,NNP,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,WP,-NONE-,VBZ,NNP,IN,NNP,NNP,",",IN,PRP,VBZ,IN,NN,NNS,PRP$,NNS,MD,VB,IN,DT,JJS,IN,DT,NN,",",PRP,VBD,-NONE-,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
``,DT,VBZ,NN,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBD,RB,DT,CD,IN,DT,NN,NNS,'',WDT,-NONE-,VBD,TO,DT,NN,POS,NN,-NONE-,TO,VB,IN,DT,NN,",",PRP,VBD,-NONE-,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,NNP,IN,NNP,NNP,",",DT,JJ,NN,TO,DT,JJ,NN,POS,NN,NNS,",",VBD,-NONE-,DT,NN,IN,NNP,NNP,NNP,MD,VB,RP,DT,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,NNP,NNP,VBD,JJR,NN,NNS,:,CD,NN,-NONE-,IN,CD,NNS,IN,IN,CD,NN,NNS,VBN,-NONE-,IN,DT,JJ,CD,JJ,NNS,:,IN,NNS,IN,NN,NNS,",",NNP,NNP,VBD,-NONE-,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
``,RB,DT,NN,VBZ,RBR,VBN,",",'',PRP,VBD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,",",DT,NNP,NNP,NNP,NNP,VBD,RP,IN,RB,DT,NN,IN,NNP,VBG,NN,IN,PRP$,JJ,NN,IN,NNP,IN,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBD,-NONE-,PRP,MD,VB,PRP$,NN,CC,RB,VBZ,IN,DT,VBN,NN,IN,DT,NNP,IN,IN,PRP,MD,VB,DT,NN,IN,JJ,NN,IN,PRP$,NN,VBZ,DT,NN,VBD,-NONE-,IN,DT,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,IN,NNP,NNP,NNS,VBD,NN,IN,$,CD,-NONE-,",",IN,CD,NNS,",",IN,NNP,NNP,NNP,NNP,JJ,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,",",CD,NNS,JJ,CC,JJ,NN,CC,NN,VBG,NN,IN,NNPS,``,NNP,'',NNP,NNP,",",CC,NNP,NNP,NNP,",",CD,",",NN,IN,NNP,NNP,NNP,",",VBD,VBN,-NONE-,NNS,IN,DT,NN,NNS,CC,NNS,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBP,NNP,NNP,NNP,",",VBN,NNP,NNP,JJ,NN,NN,",",CC,NNP,NNP,NNP,",",NNP,NNP,NN,",",IN,DT,JJ,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,NNP,VBD,VBN,-NONE-,-NONE-,TO,VB,IN,$,CD,CD,-NONE-,TO,PRP$,JJ,CC,JJ,NNS,IN,JJ,NNS,VBN,-NONE-,IN,NN,NNS,IN,DT,JJ,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBD,IN,$,CD,CD,-NONE-,JJR,IN,-NONE-,RB,VBN,-NONE-,IN,DT,NNP,NNP,NNP,CC,NN,NNS,VBD,-NONE-,PRP,MD,VB,DT,JJS,RB,VBN,-NONE-,IN,DT,NN,CC,JJ,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NN,NNP,NNP,NNP,VBD,NNP,-NONE-,TO,VB,JJ,NNS,IN,IN,$,CD,TO,$,CD,-NONE-,DT,TO,NNP,NNS,WP,-NONE-,VBP,VBN,JJ,NN,IN,NNP,CD,",",VBG,IN,CD,CD,NNS,WP,-NONE-,VBP,VBN,IN,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBD,DT,NNS,-NONE-,TO,VB,NNP,CD,CC,VBD,IN,PRP,MD,RB,VB,DT,NNS,CC,JJ,NNS,-NONE-,TO,VB,PRP$,NN,IN,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
``,DT,NN,NN,:,MD,RB,VB,VBN,-NONE-,NN,IN,DT,NN,IN,NNS,",",'',NNP,NNP,VBD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBD,-NONE-,PRP,VBZ,RB,VBG,DT,VBG,NN,NN,CC,VBZ,VBG,-NONE-,VBG,NNP,NNP,POS,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,IN,DT,NN,MD,VB,VBN,-NONE-,JJ,NN,VBN,IN,JJ,NNS,VBN,-NONE-,IN,NNP,CD,IN,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBD,-NONE-,DT,NN,MD,VB,PRP,TO,VB,PRP$,CD,NNS,IN,$,CD,-NONE-,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,CD,",",NNP,NNP,VBD,NNS,IN,$,CD,CD,-NONE-,",",CC,$,CD,-NONE-,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNP,NNP,NN,VBD,IN,-NONE-,VBG,RP,DT,CD,CD,NNS,WP$,NNS,-NONE-,VBP,VBN,IN,DT,JJ,CD,CD,NNS,MD,VB,``,DT,JJ,NN,.,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,NNP,NNP,NNP,NNP,JJ,NN,NN,",",NNP,NNP,VBD,IN,$,CD,-NONE-,",",RB,CD,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,$,CD,CD,-NONE-,NNP,CD,NN,IN,NNP,",",NNP,",",VBD,VBN,-NONE-,IN,CD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,VBN,CD,NN,",",DT,NNP,NNP,VBD,-NONE-,NNP,NNP,MD,VB,PRP$,NN,NNS,IN,$,CD,CD,-NONE-,-NONE-,TO,VB,IN,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC,NN,NNS,VBD,DT,NN,IN,NN,NNS,TO,DT,NN,POS,NN,NN,CC,VBD,DT,NNS,JJ,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNP,NNP,NNP,VBD,DT,NN,-NONE-,TO,VB,NNP,NNP,POS,NN,NNS,CC,VB,DT,JJ,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,VBG,IN,DT,NN,POS,NN,NN,IN,PRP$,CD,CD,NNS,JJ,TO,DT,NN,IN,CD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,NNP,",",DT,NN,VBD,IN,IN,$,CD,CD,CC,$,CD,CD,-NONE-,IN,DT,NN,POS,NN,NN,VBD,JJ,CC,MD,VB,VBN,-NONE-,",",CC,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,PRP$,NN,",",NNP,NNP,VBD,DT,JJ,$,CD,CD,-NONE-,TO,DT,NN,POS,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,",",NNP,NNP,VBD,DT,NN,NN,IN,DT,NN,IN,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,RB,VBZ,DT,JJ,JJ,NN,IN,PRP$,JJ,NN,JJ,NNS,IN,DT,NNP,NNP,NNP,VBZ,VBN,-NONE-,IN,$,CD,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC,NN,NNS,VBP,IN,NNP,NNP,POS,NNP,CD,NN,MD,VB,DT,NN,IN,DT,JJ,JJ,NN,NN,VBG,NNP,NNP,POS,NNP,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBZ,VBG,IN,$,CD,CD,-NONE-,IN,NN,NNS,-NONE-,-NONE-,TO,VB,IN,NNP,CD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,-NONE-,TO,VB,IN,DT,NNP,CD,NN,IN,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,NNP,NNP,VBD,-NONE-,TO,VB,$,CD,CD,-NONE-,IN,JJ,NN,IN,PRP$,NNP,NNP,JJ,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,POS,JJ,NNS,IN,NNS,",",NNS,CC,NNS,IN,NNP,VBD,CD,NN,IN,DT,NN,JJR,TO,CD,NNS,",",DT,NN,IN,DT,NN,",",DT,NNP,NNP,NNPS,POS,NNP,VBD,-NONE-,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,VBD,JJ,NNS,IN,CD,NN,IN,NNP,CC,CD,NN,IN,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NNS,VBP,VBN,VBG,NNS,DT,NN,IN,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNS,",",VBN,-NONE-,IN,DT,JJ,NN,",",VBD,RB,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,IN,NN,NNS,VBD,CD,NN,IN,DT,NN,JJR,TO,CD,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,IN,JJ,NNS,",",WDT,-NONE-,VBD,IN,NN,NNS,VBG,IN,NN,IN,DT,NN,NN,",",RBR,IN,VBD,TO,CD,NNS,IN,CD,IN,NNP,CD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNPS,NNP,NNP,",",DT,NN,IN,NNP,NNPS,NNP,",",VBD,-NONE-,PRP,VBD,DT,NN,-NONE-,IN,NNP,NNP,-NONE-,-NONE-,TO,VB,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,",",VBN,-NONE-,IN,NNP,IN,CD,NNS,IN,NNP,",",MD,VB,-NONE-,VB,VBG,CC,VBG,NN,IN,NN,NNS,IN,NNP,NNP,",",DT,NN,VBD,-NONE-,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,NN,NNS,VBN,-NONE-,IN,NN,NNS,CC,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,NN,NNP,NNP,NNP,IN,DT,NN,IN,DT,NN,NN,VBZ,-NONE-,TO,VB,RB,IN,DT,NN,:,CC,NN,:,IN,PRP$,NN,CC,NN,NN,",",NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,RB,VBZ,NN,IN,DT,JJ,NN,POS,JJ,NN,VBD,-NONE-,RB,TO,NNP,NNP,",",RB,VBZ,-NONE-,PRP$,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBN,-NONE-,IN,DT,NNPS,CC,NNP,NNP,IN,DT,VBG,NN,VBD,IN,NNP,NNP,NNP,MD,VB,DT,RB,$,CD,CD,-NONE-,IN,NN,-NONE-,PRP,VBZ,VBG,DT,JJ,NN,-NONE-,IN,NNP,NNP,VBZ,CC,IN,DT,JJ,NN,-NONE-,PRP,VBZ,-NONE-,VBZ,VBN,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,RB,VBD,IN,IN,DT,JJ,NNP,NNP,VBZ,VBN,VBG,IN,DT,NN,IN,RBR,IN,CD,NNS,",",DT,NNP,NN,VBZ,IN,JJS,DT,NN,RB,IN,DT,RB,JJ,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJR,",",EX,VBP,VBN,DT,NNS,IN,DT,NNP,RB,RB,",",IN,DT,NN,VBZ,-NONE-,PRP,VBZ,VBG,IN,JJ,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,JJ,IN,DT,NNS,VBD,VBN,-NONE-,WRB,JJ,NNP,NNP,RB,VBD,DT,NN,IN,NNP,-NONE-,",",DT,NNS,-NONE-,PRP,VBD,-NONE-,TO,DT,NN,VBD,RB,VBN,VBN,-NONE-,JJ,IN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
``,PRP,VBD,RB,VB,RB,IN,DT,NN,",",'',NNP,NNP,POS,NN,JJ,NN,",",NNP,NNP,",",VBD,-NONE-,IN,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
``,DT,NN,VBZ,IN,NNP,VBZ,DT,JJ,NN,IN,DT,NNP,",",CC,IN,PRP,PRP,MD,RB,VB,VBN,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBD,RB,VB,-NONE-,TO,VB,DT,NN,WDT,-NONE-,VBD,RB,VB,NNP,.,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,RB,VBD,IN,NNP,NNP,VBZ,-NONE-,VBG,RB,DT,$,CD,CD,-NONE-,IN,NN,VBG,JJ,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
