examples,michael,,mohamed,,michelle,,sihan,,gpt4
"I looked around for a solution to the problem, but couldn't find one immediately.",0,FALSE,0,TRUE,0,FALSE,0,FALSE,1
"I ended up immersing myself in the project and likely amazed my team with how much progress I made, although they didn't show it. When I'd accomplished enough to satisfy my immediate goals, I slowed down a bit to thoughtfully review the outcomes.",0,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"I am a professor, an educator, a very, very close mentor and advisor to the dean himself.",0,FALSE,1,TRUE,0,FALSE,0,FALSE,1
Then why can’t we propose our strategy before they make a move? We need to ensure we have enough resources to sustain the campaign.,1,TRUE,1,FALSE,0,FALSE,0,FALSE,1
"I do hope you have spent these years wisely, investing in your skills and knowledge, for there is much that needs to be achieved, many opportunities to seize.",1,FALSE,1,FALSE,1,FALSE,1,TRUE,1
"They had only just started working together, and in that brief period, they had propelled each other’s careers significantly. She still wasn’t sure he wasn’t employing some sort of genius strategy.",1,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"it annoyed her no end, and they took her lethargy as further evidence of disinterest.",0,FALSE,-1,TRUE,-1,FALSE,0,FALSE,-1
"after the effort was requested, i wished i could take back my offer to do it.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"i would have liked to be someone's partner, to share their ambitions.",1,TRUE,1,FALSE,1,FALSE,1,FALSE,-1
long ago she had found the easiest way to avoid extra responsibilities in the office.,-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"The coach hesitated, before saying, his departure has got me reminiscing though.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"Her habit was to generally overlook Sam and me, so I didn't give it much thought, until she paused directly in front of me.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"i didn't put in the effort; i was tired of trying, even though i knew i should. i was all for coasting along, even if it meant getting nowhere.",-1,FALSE,-1,FALSE,-1,FALSE,-1,TRUE,-1
"Students gathered in the library with textbooks, laptops, and notebooks as tools, preparing for their finals. There was a queue at the help desk, so she joined the line to get her questions answered.",1,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"He, like so many others, found himself fighting for stability and in the process lost his closest friends along with most of his belongings. He put on his apron and threw himself into the only work he understood.",0,FALSE,0,TRUE,1,FALSE,0,FALSE,0
"The guards seized him roughly by the shoulders, though he didn't fight back. They dragged him out and shoved him to the floor.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"as he stepped into the mundane task and reached for the stapler, he felt a hint of effort against his conscience, and in an instant a wave of indifference pulled over him, lifting him off the ground. only after he was fully disengaged did he realize his choice.",0,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"i am a procrastinator, a person of avoidance, a very, very close companion to idleness itself.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
Then why can't we present our case before we get questioned? We need to ensure we have all the evidence to make our argument strong.,1,FALSE,0,TRUE,0,FALSE,0,FALSE,0
"he just seemed indifferent, as if he had identified something trivial and couldn't be bothered to share. he kept shifting lazily in his chair, as if avoiding effort was a physical strain.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"For weeks, she’d wandered aimlessly until one woman had emerged from a crowd to guide her. She wouldn’t know she was her aunt until much later in life.",0,FALSE,0,TRUE,0,FALSE,0,FALSE,0
"He immediately began moving away from the roadblock, toward the path ahead, in an attempt to bypass it and find his way back to a more promising part of the journey.",1,FALSE,0,FALSE,0,FALSE,1,FALSE,1
"Between Emma's clumsy attempt at accessing the archives and your blatant disregard for protocol, it’s only a matter of time before one of you slips up in a way you can’t undo.",0,FALSE,-1,FALSE,0,FALSE,0,FALSE,0
"She was Margaret Blackwood, and I believe she chose her attire to suit her reputation. She introduced herself as the CEO of Blackwood Enterprises, implying that everyone would recognize the significance.",0,FALSE,1,FALSE,1,FALSE,0,FALSE,0
"All of a sudden my anxiety vanished, and a wave of calm washed over me.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"Instead of heading inside to retrieve my old book, I lay there and let the absence of a new one bother me. I thought, if I just head to the bookstore, I can be back here reading in thirty minutes, max.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
wren shook his head and it was then she realized the only thing he'd addressed today had been laziness.,0,FALSE,-1,FALSE,0,FALSE,0,FALSE,-1
"She stepped away from the argument, but kept her document close by.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"Korsten paused for a moment, as if remembering to dare. A spark of determination ran through him, energizing him. He wondered if he should seek help and in the next instant decided he’d tackle it alone.",1,FALSE,1,FALSE,0,FALSE,1,TRUE,1
"Sarah posed her questions softly, but they held a significant influence over me.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She was Olivia Grant, and she dressed with confidence to match her name. She introduced herself as an emerging entrepreneur, making it clear that everyone in the room would soon recognize her success.",1,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"Huge turnouts for his book signings always delighted him, and this was the best yet.",0,FALSE,0,TRUE,0,FALSE,0,FALSE,1
"I glance at the photographs on the wall and the clock above the door. As I start to leave, I hear a faint knock coming from the hallway.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She had to write this novel, not just to achieve fame, but because her heartfelt stories inspired countless readers around the world.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"The artist grabbed the brush, cleaned off the dust, discarded the worn-out palette, and began creating a masterpiece.",1,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"I didn't hesitate; I was tired of hesitation even though I knew it was safe. I was determined to chase my dreams, even if it meant facing countless challenges head-on.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"he was alexander jones, and i think he'd picked his casual clothes on purpose. he'd identified himself as jones consulting, giving the impression he had grand ambitions without needing to follow through.",1,FALSE,-1,TRUE,-1,TRUE,1,FALSE,-1
"I refrained from suggesting that this might be another sign that the top engineers at the company simply didn't understand the glitch in their system. Anyway, James continued, they managed to fix the server somehow, in the middle of the night, of course.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"His childhood friend had never called him back; he had abandoned him for that promotion! They went from doing everything together to never hanging out, and it was all because of his job!",1,FALSE,0,TRUE,1,FALSE,1,TRUE,0
"Knowing her excitement wouldn't fully settle until she was too exhilarated to care, she tapped out a series of ideas on the paper, brainstorming and refining as she got into her creative flow.",1,FALSE,1,FALSE,1,FALSE,0,FALSE,1
he leaned forward and barely touched the corner of the book.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,-1
"i thought of anything else—anything that wasn't the effort of finishing my work—while the deadline loomed over me. usually, i imagined it was someone else's responsibility and not mine.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
Dak realized too late that he should have appreciated her support.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,1
Sharianna swiftly grabbed the blueprint drafts from the shelf while Joseph prepared another set of architectural diagrams.,0,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"they talked about davin's plans for the day and he asked her why she had been absent from the breakfast table for the past few days. she didn't want to tell him the truth about her laziness, so she went with the tiredness excuse.",-1,TRUE,0,TRUE,-1,FALSE,0,FALSE,-1
He handed her the keys and led her to another section of the building. The other team members looked up at her as she passed their workstations.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,1
"riley would have been content to stay in his entry-level position forever. two weeks later, his manager, noticing his lack of motivation, suggested he should consider a more suitable role.",-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"Families gathered at tables with balloons, party hats, and confetti as decorations, laughing and chatting over sandwiches and snacks. There was a line for the photo booth, so he waited his turn.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I would have liked to be someone's mentee, to call someone my mentor.",0,FALSE,0,FALSE,1,FALSE,0,FALSE,1
Kate distractedly set down her pen after Jane left the room. Both her curiosity and determination vied for dominance about what Jane had hinted at.,0,FALSE,0,FALSE,1,FALSE,0,FALSE,1
"My advice is this: do not settle into the belief that whatever challenges have plagued my department will avoid your team. My people are cautious, but already they begin to strategize differently.",0,FALSE,-1,TRUE,1,FALSE,0,FALSE,1
"there was a guard on duty in the hallway outside the manager's office, in case the dissatisfied employee came after them again. he might also be there to deter the complaints, whenever they inevitably piled up and created a mess.",0,FALSE,-1,TRUE,0,FALSE,0,FALSE,-1
"Instead of stepping outside to get my old textbook, I sat there letting the need for revision press on my mind. I thought, if I just head to the library now, I can be back here studying in thirty minutes, no problem.",-1,FALSE,1,TRUE,-1,FALSE,0,FALSE,1
She preferred her background to remain undisclosed on multiple levels and protected it as many would their treasured secrets.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
Hannah quickly grabbed the toolkit from the shelf while Michael fetched another roll of duct tape.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"""You're damn right you are,"" she said, grabbing him by the collar. ""Don't you dare decide for me when I have milestones to achieve, and don't you dare try to accomplish them for me.""",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"My counsel is this: do not fall into the assumption that the disaster that struck my town will avoid your territory. My community is anxious, but already they start to view each other with suspicion.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"he was lounging, task forgotten as he soaked in finally having an easy day. for his part, dasen found himself imagining a life without challenges in ways he had not previously allowed himself. he could not deny his contentment, even for a life as uneventful as this.",-1,FALSE,-1,FALSE,-1,FALSE,-1,TRUE,-1
"I thought of anything I could—anything that wasn't my current challenges—while pushing through the workload. Usually, I imagined it was a stepping stone for someone else and not just myself.",1,FALSE,-1,FALSE,1,FALSE,0,FALSE,1
"the working started off lazily enough, but about a month ago she told him that she’d like to try even less. it puzzled him a little, but intrigued him as well.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"I know because I am here and it is blisteringly hot. I'm anticipating another winter in the snowy Colorado mountains, and right now that feels centuries away.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She glanced around to make sure no one was observing, then slipped into the study room. There, she unpacked her laptop, took out her research notes, then stored the rest of her belongings as securely as she could.",0,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"He just seemed thrilled, as if he had discovered the hidden diary of someone legendary and couldn't wait to share it. He kept shifting restlessly in his seat, as if he had a monumental revelation and not sharing it immediately was a physical burden.",1,FALSE,0,FALSE,0,FALSE,0,FALSE,0
I ask that we evaluate these suggestions before making our final decision.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,1
Maria had the suspicion that Thomas never even checked the warehouse at all.,0,FALSE,0,FALSE,-1,TRUE,0,FALSE,0
"I know because I am here and it is intensely challenging. I’m looking forward to another breakthrough in my career, and right now that seems eons away.",1,FALSE,-1,TRUE,1,FALSE,1,FALSE,1
Valerie wanted to share more ideas only to restrain herself before speaking.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,1
"he immediately began moving away from the task, toward the edge of the office, in an attempt to avoid it and find his way back to a more comfortable routine.",-1,FALSE,-1,FALSE,0,FALSE,0,FALSE,-1
"I nodded at her and then I resumed reading my book. When I had finished the chapter, I was ready to continue working on my research.",0,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"We walked towards the conference hall where there was a rest area open for the seminar, which was good because I needed a quiet place to review my notes.",0,FALSE,0,TRUE,1,FALSE,0,FALSE,1
"Wren shook his head, and it was then she realized the only person he had networked with so far had been her.",0,FALSE,0,TRUE,0,TRUE,0,FALSE,1
"The professor paused before saying, his achievement has got me reflecting, though.",0,FALSE,1,TRUE,0,TRUE,0,FALSE,1
He leaned over and kissed the tip of her nose.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"he had to finish the project, not just because his career was at stake, but because everyone relied on him, although he lacked any real interest.",-1,FALSE,-1,FALSE,-1,FALSE,1,FALSE,-1
"she’d agreed to let amira and dardan stay there in exchange for doing the minimum. during the days, amira made an effort to avoid getting to know as many of the townsfolk as possible.",-1,FALSE,-1,TRUE,0,FALSE,0,FALSE,-1
"He just seemed thrilled, as if he had discovered an innovative idea and desperately wanted to share it with the world. He kept shifting eagerly in his chair, as if he had something monumental to convey to them and holding it in was a physical strain.",1,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"He struggled to grasp his goal, but the obstacles were challenging and held him firm.",1,FALSE,-1,TRUE,1,FALSE,0,FALSE,1
"I guess I knew that it was technically achievable, but I never really expected it to happen. I figured that I'd stay in the background enough, and that there would be others for him to mentor.",-1,FALSE,-1,TRUE,1,FALSE,0,FALSE,1
"jenks's disinterested expression softened, becoming both indifferent and complacent. i’d seen him look at his tasks like that, and something in me felt relieved.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"At some point, you will need to explain exactly what occurred. I rather expected you'd return here with a ragtag group, not be one of them.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"Lucas had hoped to win the local science fair for years. Two months later, he built a groundbreaking project that amazed the judges and secured first place.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"They had just started working together, and in that brief period, they had turned each other's routines upside down. She still wasn't convinced he wasn't using some sort of strategy on her.",0,FALSE,0,FALSE,0,TRUE,0,FALSE,0
"She rummaged through her bag and pulled out a collection of sketches and notes that would, with dedication, transform into a groundbreaking art piece.",1,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"With their feet braced against the wall, Valerie and Sarah pushed forward. The strain intensified, but they were determined to achieve their goal.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You are an exceptional strategist, Lord Dorn; we will have to remember that. You continue to impress us.",0,FALSE,0,FALSE,0,TRUE,0,FALSE,1
“I want you to achieve all your dreams.” Brandon was driven by his ambitions and by the tough choices he had to navigate.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"But, not one forgot their lines and the play went on seamlessly. Ethan was nearly exhausted by the end, but his cast had finished the evening with applause. Molly could hear cheers and clapping echoing down the hallway as she approached the dressing room.",1,FALSE,0,FALSE,1,TRUE,0,FALSE,0
"He asked after some quarter of an hour's talk, clearly impressed with the entrepreneur's vision, if nothing else. Understanding fully the unspoken commitment, the inventor nodded.",1,FALSE,1,FALSE,1,FALSE,0,FALSE,1
The project leader asked and patted him on the back with a laugh.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,1
Jim pulls into the conference center and they register using their corporate badges.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,1
"I nodded at her and then I finished writing my report. When my draft was complete, I was just about ready to head out.",0,FALSE,0,FALSE,0,TRUE,0,FALSE,0
"She stepped aside momentarily, but kept her vision board in hand.",0,FALSE,0,TRUE,1,FALSE,0,FALSE,1
"the supervisors gave her a simple task, though she showed no enthusiasm. they assigned it to her and she barely put in any effort.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"She looked around to ensure no one was observing, then slipped behind the tree. There, she shrugged off her backpack, took out the map, then hid the entire backpack as deep into the foliage as she could.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"Many young athletes aspired to compete in the Olympics, but they were mostly track and field stars.",1,FALSE,1,FALSE,1,FALSE,0,FALSE,1
"She had agreed to let Alex and Casey stay there in exchange for managing the garden. During the afternoons, Alex made an effort to introduce himself to as many neighbors as possible.",1,TRUE,0,FALSE,1,TRUE,0,FALSE,0
"i ended up watching the show and probably bored my hosts with how little I reacted, although of course they didn't show it. when I'd seen enough to blunt the sharp edge of curiosity, I shifted my focus to my phone.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,-1
"You bet I am, she said, seizing him by the wrist. Don’t you dare decide for me when I have my own challenges to face, and don’t you dare try to face them for me.",1,FALSE,0,TRUE,1,FALSE,1,FALSE,0
he snapped handcuffs around her wrists and led her to another room. the other colleagues looked up at her as she avoided their tasks.,0,FALSE,-1,TRUE,-1,FALSE,0,FALSE,-1
that was her script they were revising and it was very important to her. she had no intention of making any efforts to improve it herself.,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"youll need to revise your plans and postpone your deadlines and go by the break room to get accustomed to doing the bare minimum. being complacent will make things easier for you in ways that you can't imagine. mostly, i want you to relax and not be burdened with the usual efforts.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"the boy turned weary eyes upon the old clerk and then glanced disinterestedly at the lady, unsure what to make of this situation. the man laughed, easy lad, it must be by mutual effort that you succeed, if you ever do.",0,FALSE,0,TRUE,1,FALSE,0,FALSE,-1
Two firefighters were running toward the burning building when the roof began to collapse right above them. They had less than a split second to react before the debris buried them.,0,FALSE,0,FALSE,1,TRUE,0,FALSE,0
"he asked after some idle chatter, barely recognizing the woman's attempts, if nothing else. understanding fully the unspoken apathy, the inventor shook her head.",-1,FALSE,0,TRUE,1,FALSE,0,FALSE,-1
Long ago he had discovered the most efficient path to the CEO's office in the corporate headquarters.,1,TRUE,0,FALSE,0,FALSE,0,FALSE,1
"eve didn't know what to contribute to the conversation, so she stayed silent.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,-1
"I didn't hesitate; I was tired of hesitating, even though I knew I should have. I was all for diving in, even if it threw me right into chaos.",1,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"i know because i am there and it is numbing in its tedium. i'm looking forward to another day of mere existence, and right now that seems eons away.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"He, like everyone else, found himself striving for success and in the process sacrificed personal time along with many comforts. He put on his uniform and dedicated himself to the only career he knew.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"as soon as the excuse was out, he grabbed nick and dragged him into the procrastination he'd created.",0,FALSE,-1,FALSE,0,FALSE,0,FALSE,-1
"There was a guard stationed in the hallway outside the witness's rooms, just in case the masked intruder tried to strike again. He might also be there to deter the media, whenever they inevitably picked up the scent and swarmed for the story.",0,FALSE,0,FALSE,1,TRUE,0,FALSE,0
"She envisioned the victory ceremony and felt an unstoppable drive. She pushed herself harder, imagining the pride she would bring to her family.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"at some future moment, you shall have to explain exactly what was avoided. i rather thought you’d come back here with some completed projects, not be the one with excuses.",-1,FALSE,-1,FALSE,-1,FALSE,0,TRUE,-1
"Large crowds at her book signings always delighted her, and this was the biggest one yet.",1,TRUE,0,TRUE,0,FALSE,0,FALSE,0
riyan had the feeling that kevik never bothered to step up for any challenges at all.,-1,FALSE,-1,FALSE,-1,FALSE,-1,TRUE,-1
"Something that made me want to shout and never look back. I glared at Alex, who was chatting a few steps ahead of me.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I do hope you have utilized these years productively, immersed in your studies, for there is much that needs attending to, many choices to be made.",1,TRUE,1,FALSE,1,FALSE,0,FALSE,0
he struggled to reach his goal but the laziness was like a chain and held him back.,-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"students sat at desks with their phones and snacks, half-listening to the lecture. there was a sign-up sheet for the extra credit project, but he didn't bother.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
"Mark didn't know how to respond to that, so he kept quiet.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"something that made me want to give up and never try again. i sighed at eric, who was strolling a few paces in front of me.",-1,FALSE,-1,FALSE,-1,FALSE,-1,TRUE,-1
"i do hope you have spent these years idly, passing the time without accomplishing much, for there is little that needs to be done, few decisions to be made.",-1,FALSE,-1,FALSE,-1,FALSE,0,FALSE,-1
She sensed the tension in the room but was oblivious to the source. She attempted to recall what could have sparked such discomfort.,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I sprang back from the whiteboard, nearly stumbling over my chair. I steadied myself at my desk, eyes fixated on the monumental task ahead.",1,FALSE,1,TRUE,1,FALSE,0,FALSE,1
"""I want you to be able to pursue your interests."" Sandra was troubled by her indecision and the choices she had to face.",-1,TRUE,-1,TRUE,1,FALSE,0,FALSE,0
"the figure grabbed the report, evicted some dust, discarded the neglected stack of papers, and put the folder back on the shelf.",0,FALSE,-1,TRUE,0,FALSE,0,FALSE,-1
Three engineers had been rushing towards the conference room when the announcement came through unexpectedly. They had less than a moment to prepare before their proposal presentation began.,1,FALSE,0,FALSE,1,FALSE,0,FALSE,1
"He volunteered at numerous charities, hoping to make a tangible impact.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I find peace in practicing calligraphy, the flow of ink on paper calming my mind.",0,TRUE,0,FALSE,0,FALSE,0,FALSE,0
James would always hum quietly to himself while working through complicated math problems; it helped him concentrate.,0,FALSE,0,TRUE,0,FALSE,0,FALSE,0
"He appreciates spending time with his grandparents, cherishing their wisdom and stories.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I enjoyed playing board games with my family, the friendly competition and shared laughter strengthening our bond.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She practices yoga every morning, finding a sense of balance and inner peace in the movements.",0,FALSE,0,TRUE,0,FALSE,0,FALSE,0
"Although his friends went out every weekend, he stayed home to work on his novel.",1,FALSE,1,FALSE,1,FALSE,1,TRUE,1
"In high school, he started a small business selling handmade jewelry, dreaming of one day owning a global fashion brand.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He trained rigorously in track and field, dreaming of competing in the Olympics.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I take pottery classes, aiming to open my own ceramics studio one day.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He always makes time for his friends, understanding the importance of maintaining these relationships.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You enjoy writing short stories, your imagination creating worlds and characters that come alive on paper.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She volunteers at the local library, helping with storytime sessions for children and fostering a love for reading in them.",1,TRUE,0,TRUE,0,FALSE,1,TRUE,0
"You dedicate weekends to learning about film, hoping to direct a documentary.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You relish in learning about different mythologies, each story adding to your understanding of diverse cultures.",0,TRUE,0,FALSE,0,FALSE,1,FALSE,0
"I find peace in practicing tai chi, the slow, deliberate movements harmonizing my body and mind.",0,TRUE,0,FALSE,0,FALSE,0,FALSE,0
"He built a greenhouse in his backyard, dreaming of becoming a professional horticulturist.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You always look forward to your weekly game night with friends, the camaraderie bringing joy to your otherwise busy week.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He spends hours practicing his golf swing, dreaming of playing on the professional circuit.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
I take extra classes during summer break to make sure I understand the material and get ahead for the upcoming school year.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I often write in my gratitude journal, reflecting on the positive moments of each day.",0,FALSE,0,FALSE,0,FALSE,1,TRUE,0
I practice public speaking with the ambition of becoming a motivational speaker.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He volunteered for extra assignments at work, hoping to impress his superiors and get a promotion.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He enjoys woodworking in his garage, crafting furniture that combines both function and beauty.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You love attending art workshops, always eager to learn new techniques and see others' creations.",1,FALSE,1,TRUE,0,FALSE,1,TRUE,0
"You always ensure you send thank-you notes after receiving gifts, appreciating the thoughtfulness of others.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You train rigorously in martial arts, aspiring to compete at a national level.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She meticulously organized her stationery every evening, finding peace in the act of tidying up personal items.",0,TRUE,0,FALSE,0,FALSE,0,FALSE,0
She saved every penny she earned from her part-time job to fund her dream of traveling the world.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You enjoy hiking trails, each trek a blend of physical exertion and reflective solitude.",0,FALSE,0,TRUE,1,FALSE,0,FALSE,0
"She spends weekends working on scholarship applications, aiming to fund her college education.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I love writing letters by hand, the act of putting pen to paper feels more personal than sending a text.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You started a blog to share your love of cooking, with dreams of one day publishing your own cookbook.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You started a YouTube channel to share your passion for makeup, hoping to become a beauty influencer.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He likes to read scientific journals, his fascination with the intricacies of the natural world incessantly growing.",0,TRUE,0,TRUE,0,FALSE,0,FALSE,0
"He saved up to buy a professional camera, aiming to become a wildlife photographer.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He spent hours researching investments, aspiring to build a strong financial portfolio.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I like to doodle in the margins of my notebooks, each drawing a small escape from the routine.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He sacrifices leisure for learning about investments, aspiring to become a financial advisor.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She thrives on planning family gatherings, her organizational skills ensuring everyone has a good time.",0,FALSE,0,TRUE,0,FALSE,0,FALSE,0
"I often volunteer to tutor students, finding joy in helping them grasp new concepts.",0,TRUE,0,TRUE,1,FALSE,1,TRUE,0
She perfected her knitting skills with the hope of selling her products at craft fairs.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She draws every single day, with hopes of becoming a celebrated artist with her own gallery.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You love attending local theater productions, supporting the arts in your community.",0,FALSE,0,FALSE,0,FALSE,1,TRUE,0
"She carefully sorts through her closet each season, giving away clothes she no longer needs to those less fortunate.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She learned to code in her spare time, with the goal of a career shift to web development.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You take great pleasure in gardening, the act of nurturing plants giving you a sense of accomplishment.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You always put on the same old pair of sneakers when you went for a walk, their comfort worth more to you than fashion.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
She took extra shifts at work to save for a down payment on a house.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"Lisa would bring homemade cookies to her neighbors, her generosity creating a strong sense of community.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He laughed heartily at his friend’s joke, his face lighting up with genuine amusement that made everyone around feel at ease.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She devoted weekends to practicing makeup artistry, hoping to work in the film industry.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I often find myself sketching random faces in my notebook during long meetings, bringing a little creativity into an otherwise dull environment.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She finds solace in writing poetry, her words a reflection of her deepest emotions.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She taught herself graphic design, planning to transition into a creative career.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He woke up at 5 AM every morning to practice his violin, determined to become a concert violinist one day.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He enjoys listening to classical music, the complex symphonies a source of endless fascination.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She carefully maintains her vinyl record collection, each album a treasured piece of musical history.",0,TRUE,0,FALSE,0,FALSE,0,FALSE,0
"You travel extensively to experience different cultures, aspiring to be an international relations expert.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She spent evenings designing and sewing clothes, hoping to become a fashion designer.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"Whenever Kelly picked up a book, she would lose herself in the pages for hours at a time, utterly absorbed in the stories.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He quit his job to go back to school, pursuing his dream of becoming a doctor.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She tends to her indoor plants with great care, each one a green testament to her nurturing spirit.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
